Time,Phi (degrees),Theta (degrees),Yaw (degrees)
6.97000,-1.83652,-3.40489,-147.00443
6.98200,-1.83753,-3.40426,-146.98596
7.00400,-1.83974,-3.39850,-146.99675
7.01600,-1.83920,-3.39677,-146.98036
7.03800,-1.83546,-3.39353,-146.95979
7.06000,-1.84362,-3.39779,-146.97018
7.07200,-1.84402,-3.39276,-146.97832
7.09400,-1.83669,-3.38916,-147.01482
7.10600,-1.83522,-3.39085,-147.00830
7.12800,-1.83635,-3.38266,-147.02502
7.14000,-1.83768,-3.38249,-147.01445
7.16200,-1.83271,-3.39682,-147.00793
7.17400,-1.83183,-3.39608,-147.00749
7.19600,-1.83653,-3.38904,-146.98338
7.21800,-1.83209,-3.39293,-147.00941
7.23000,-1.82929,-3.38939,-147.00412
7.25200,-1.82873,-3.39034,-147.03781
7.26400,-1.83105,-3.39089,-147.01865
7.28600,-1.83001,-3.38012,-147.01981
7.29800,-1.82849,-3.38057,-147.03030
7.32000,-1.82855,-3.37777,-147.03239
7.34200,-1.83133,-3.37296,-147.02715
7.35400,-1.83509,-3.37403,-147.02681
7.37600,-1.82724,-3.37026,-147.02020
7.38800,-1.82321,-3.37187,-147.02907
7.41000,-1.82331,-3.37405,-147.04497
7.42200,-1.82314,-3.37135,-147.05360
7.44400,-1.82680,-3.37391,-147.04346
7.46600,-1.82995,-3.37084,-147.05594
7.47800,-1.83136,-3.37082,-147.06926
7.50000,-1.83222,-3.37399,-147.03993
7.51200,-1.83319,-3.37415,-147.03381
7.53400,-1.83333,-3.37092,-147.03633
7.54600,-1.82756,-3.37128,-147.03813
7.56800,-1.82605,-3.36817,-147.01534
7.58000,-1.82518,-3.37038,-147.00682
7.60200,-1.83120,-3.36816,-147.00459
7.62400,-1.82880,-3.36841,-147.02811
7.63600,-1.82798,-3.36642,-147.01828
7.65800,-1.82850,-3.36816,-147.02501
7.67000,-1.82927,-3.36317,-147.03174
7.69200,-1.82947,-3.37133,-147.03654
7.70400,-1.83152,-3.36801,-147.01759
7.72600,-1.83837,-3.36779,-147.01399
7.74800,-1.84277,-3.36448,-146.99457
7.76000,-1.84581,-3.36372,-146.99736
7.78200,-1.84217,-3.36824,-147.00571
7.79400,-1.84161,-3.36609,-147.00224
7.81600,-1.83976,-3.36095,-147.00446
7.82800,-1.83954,-3.36495,-146.98877
7.85000,-1.84554,-3.35432,-146.97505
7.86200,-1.84218,-3.35543,-146.97079
7.88400,-1.84449,-3.36187,-146.96628
7.90600,-1.84780,-3.35928,-146.95052
7.91800,-1.85252,-3.35785,-146.95700
7.94000,-1.85320,-3.36177,-146.95007
7.95200,-1.85601,-3.35775,-146.95105
7.97400,-1.85483,-3.35379,-146.94727
7.98600,-1.85564,-3.35332,-146.93687
8.00800,-1.85552,-3.34433,-146.91931
8.03000,-1.85868,-3.35050,-146.90593
8.04200,-1.85482,-3.34895,-146.91158
8.06400,-1.84329,-3.35705,-146.88019
8.07600,-1.84300,-3.35608,-146.87723
8.09800,-1.84544,-3.35570,-146.87372
8.11000,-1.84546,-3.35146,-146.87675
8.13200,-1.84590,-3.35355,-146.87207
8.15400,-1.84794,-3.36107,-146.88545
8.16600,-1.85000,-3.36109,-146.90259
8.18800,-1.85310,-3.36109,-146.90654
8.20000,-1.85408,-3.36149,-146.93076
8.22200,-1.85277,-3.36491,-146.92776
8.23400,-1.85268,-3.36402,-146.92950
8.25600,-1.85150,-3.36079,-146.89317
8.26800,-1.85032,-3.35972,-146.88432
8.29000,-1.84428,-3.36621,-146.89642
8.31200,-1.84624,-3.36790,-146.87346
8.32400,-1.84497,-3.36573,-146.87106
8.34600,-1.84589,-3.36577,-146.86880
8.35800,-1.84547,-3.36498,-146.87325
8.38000,-1.84425,-3.37421,-146.87671
8.39200,-1.84038,-3.37853,-146.87120
8.41400,-1.84123,-3.38262,-146.89174
8.43600,-1.84051,-3.38841,-146.91310
8.44800,-1.83830,-3.38599,-146.90749
8.47000,-1.83452,-3.38823,-146.88263
8.48200,-1.83374,-3.38967,-146.87672
8.50400,-1.83502,-3.38588,-146.83632
8.51600,-1.83157,-3.38687,-146.83118
8.53800,-1.83078,-3.37631,-146.84958
8.56000,-1.82672,-3.37425,-146.82768
8.57200,-1.82151,-3.37845,-146.81982
8.59400,-1.82508,-3.36923,-146.81970
8.60600,-1.82510,-3.36887,-146.82503
8.62800,-1.83223,-3.37414,-146.82042
8.64000,-1.83441,-3.37302,-146.81136
8.66200,-1.82888,-3.37437,-146.82521
8.67400,-1.82625,-3.37442,-146.82596
8.70100,-1.81902,-3.37587,-146.80095
8.71300,-1.81707,-3.37647,-146.82072
8.73500,-1.81766,-3.37432,-146.82574
8.74700,-1.81763,-3.37338,-146.82239
8.76900,-1.82126,-3.38344,-146.83327
8.78100,-1.82048,-3.38378,-146.84038
8.80300,-1.82087,-3.38002,-146.83928
8.81500,-1.81998,-3.38213,-146.83763
8.83700,-1.82264,-3.37740,-146.85501
8.85900,-1.82457,-3.36914,-146.85234
8.87100,-1.82555,-3.37090,-146.85454
8.89300,-1.82817,-3.35987,-146.82973
8.90500,-1.82686,-3.36158,-146.83070
8.92700,-1.83654,-3.36082,-146.82121
8.93900,-1.83708,-3.35971,-146.83723
8.96100,-1.84402,-3.35607,-146.81412
8.98300,-1.84381,-3.35484,-146.80489
8.99500,-1.84433,-3.36003,-146.80035
9.01700,-1.84454,-3.35192,-146.80807
9.02900,-1.84469,-3.35643,-146.81938
9.05100,-1.84487,-3.36010,-146.79733
9.06300,-1.84415,-3.36025,-146.78766
9.08500,-1.83949,-3.36903,-146.76050
9.10700,-1.83859,-3.36671,-146.76440
9.11900,-1.84304,-3.36460,-146.76237
9.14100,-1.84255,-3.36291,-146.77542
9.15300,-1.84599,-3.36316,-146.78537
9.17500,-1.83476,-3.35392,-146.77934
9.18700,-1.83068,-3.35551,-146.78642
9.20900,-1.82724,-3.35536,-146.75240
9.22100,-1.82532,-3.35442,-146.76060
9.24300,-1.82628,-3.35472,-146.75079
9.26500,-1.82507,-3.35358,-146.78639
9.27700,-1.82299,-3.35474,-146.78769
9.29900,-1.82046,-3.35080,-146.81549
9.31100,-1.82214,-3.35061,-146.81885
9.33300,-1.82492,-3.35458,-146.84657
9.34500,-1.82192,-3.35300,-146.84987
9.36700,-1.82782,-3.35088,-146.85432
9.38900,-1.82952,-3.35424,-146.84035
9.40100,-1.83010,-3.35733,-146.84077
9.42300,-1.83062,-3.35285,-146.85170
9.43500,-1.82815,-3.35275,-146.84258
9.45700,-1.82860,-3.35723,-146.84039
9.46900,-1.83231,-3.35791,-146.83371
9.49100,-1.82989,-3.35885,-146.80283
9.50300,-1.83042,-3.35966,-146.80321
9.52500,-1.82771,-3.35968,-146.79587
9.54700,-1.82842,-3.36790,-146.80624
9.55900,-1.82544,-3.36900,-146.81717
9.58100,-1.82166,-3.36014,-146.80363
9.59300,-1.81869,-3.36856,-146.79523
9.61500,-1.81944,-3.36391,-146.80461
9.62700,-1.81833,-3.36403,-146.80930
9.64900,-1.82605,-3.35758,-146.81055
9.67100,-1.83002,-3.35772,-146.78447
9.68300,-1.82786,-3.35638,-146.77582
9.70500,-1.82783,-3.35329,-146.80334
9.71700,-1.82643,-3.35111,-146.80336
9.73900,-1.82627,-3.34808,-146.79411
9.75100,-1.82533,-3.34981,-146.80095
9.77300,-1.82796,-3.34670,-146.77248
9.79500,-1.83172,-3.34775,-146.77205
9.80700,-1.83135,-3.34740,-146.78149
9.82900,-1.82960,-3.34687,-146.78972
9.84100,-1.83193,-3.35372,-146.79602
9.86300,-1.84053,-3.35250,-146.79543
9.87500,-1.84224,-3.35306,-146.79518
9.89700,-1.84521,-3.34725,-146.81670
9.90900,-1.84612,-3.35069,-146.81041
9.93100,-1.84272,-3.34795,-146.83362
9.95300,-1.84289,-3.34772,-146.81378
9.96500,-1.84266,-3.34858,-146.81160
9.98700,-1.84625,-3.35296,-146.81958
9.99900,-1.84847,-3.35643,-146.82066
10.02100,-1.84949,-3.35824,-146.82780
10.03300,-1.84874,-3.36321,-146.82700
10.05500,-1.85255,-3.36170,-146.83960
10.07700,-1.85528,-3.35981,-146.83846
10.08900,-1.85576,-3.36161,-146.85109
10.11100,-1.85783,-3.35584,-146.84288
10.12300,-1.85577,-3.35312,-146.84085
10.14500,-1.85915,-3.35596,-146.84299
10.15700,-1.85832,-3.35720,-146.84261
10.17900,-1.85769,-3.36094,-146.84364
10.20100,-1.85742,-3.35769,-146.83585
10.21300,-1.86056,-3.36271,-146.82771
10.23500,-1.85847,-3.36515,-146.83861
10.24700,-1.85530,-3.36199,-146.83601
10.26900,-1.85963,-3.36257,-146.81339
10.28100,-1.86123,-3.36208,-146.79530
10.30300,-1.86832,-3.35522,-146.78444
10.31500,-1.86727,-3.35397,-146.78841
10.33700,-1.87526,-3.34712,-146.80173
10.35900,-1.87105,-3.34188,-146.79041
10.37100,-1.87182,-3.34239,-146.78809
10.39300,-1.87238,-3.34215,-146.78970
10.40500,-1.87472,-3.34558,-146.78090
10.42700,-1.87585,-3.34584,-146.79855
10.43900,-1.87281,-3.34721,-146.79167
10.46100,-1.87371,-3.34531,-146.80409
10.48300,-1.86905,-3.33977,-146.80724
10.49500,-1.87277,-3.33523,-146.80756
10.51700,-1.87207,-3.33403,-146.81065
10.52900,-1.87343,-3.33254,-146.80934
10.55100,-1.87812,-3.33647,-146.81979
10.56300,-1.87654,-3.33517,-146.80713
10.58500,-1.87575,-3.33613,-146.80580
10.59728,-1.87761,-3.33397,-146.81039
10.62000,-1.87327,-3.32625,-146.78314
