Time,Phi (degrees),Theta (degrees),Yaw (degrees)
9.33300,-3.51968,-2.01874,-113.70138
9.35500,-3.51822,-2.04390,-113.68678
9.36700,-3.51659,-2.05410,-113.67869
9.38900,-3.51964,-2.06564,-113.66205
9.40100,-3.51942,-2.07085,-113.65355
9.42300,-3.51534,-2.09172,-113.64115
9.44500,-3.50890,-2.10892,-113.62863
9.45700,-3.50900,-2.11310,-113.62315
9.47900,-3.50659,-2.12778,-113.60781
9.49100,-3.50781,-2.13516,-113.60036
9.51300,-3.50154,-2.13994,-113.58091
9.52500,-3.50288,-2.14807,-113.57774
9.54700,-3.50083,-2.16430,-113.57092
9.56900,-3.50029,-2.17009,-113.56066
9.58100,-3.49562,-2.17687,-113.55731
9.60300,-3.49469,-2.19849,-113.54269
9.61500,-3.49500,-2.20310,-113.53432
9.63700,-3.49729,-2.22185,-113.52161
9.64900,-3.49617,-2.22676,-113.51405
9.67100,-3.49725,-2.24685,-113.50317
9.68300,-3.49682,-2.25454,-113.49566
9.70500,-3.49694,-2.27153,-113.48181
9.72700,-3.49799,-2.28763,-113.47068
9.73900,-3.49743,-2.29157,-113.46723
9.76100,-3.49082,-2.30716,-113.45238
9.77300,-3.49126,-2.31019,-113.44619
9.79500,-3.47943,-2.32178,-113.43476
9.80700,-3.48275,-2.32819,-113.42787
9.82900,-3.47891,-2.33954,-113.41677
9.85100,-3.47459,-2.35057,-113.40142
9.86300,-3.47219,-2.35566,-113.39440
9.88500,-3.46697,-2.36536,-113.37900
9.89700,-3.46825,-2.37088,-113.37285
9.91900,-3.46356,-2.38392,-113.36588
9.93100,-3.45925,-2.38721,-113.35812
9.95300,-3.46391,-2.40192,-113.34846
9.97500,-3.46030,-2.41483,-113.33492
9.98700,-3.45953,-2.42125,-113.32953
10.00900,-3.46237,-2.42592,-113.31950
10.02100,-3.46187,-2.43647,-113.31143
10.04300,-3.46225,-2.45121,-113.29621
10.05500,-3.46187,-2.46154,-113.28816
10.07700,-3.46886,-2.47560,-113.27599
10.08900,-3.47008,-2.48634,-113.27306
10.11100,-3.47493,-2.50599,-113.25958
10.13300,-3.47140,-2.50777,-113.24778
10.14500,-3.46925,-2.51476,-113.24239
10.16700,-3.46906,-2.52775,-113.22695
10.17900,-3.47071,-2.53904,-113.22253
10.20100,-3.47554,-2.54443,-113.21261
10.21300,-3.47576,-2.55223,-113.20448
10.23500,-3.47971,-2.56813,-113.20033
10.25700,-3.47197,-2.57956,-113.19055
10.26900,-3.47463,-2.58465,-113.18745
10.29100,-3.40752,-2.79509,-113.18284
10.30300,-3.40799,-2.78976,-113.17517
10.32500,-3.42422,-2.74533,-113.15793
10.33700,-3.42681,-2.71896,-113.15158
10.35900,-3.43453,-2.70490,-113.13753
10.38100,-3.43841,-2.66237,-113.12859
10.39300,-3.44776,-2.63361,-113.11819
10.42000,-3.44599,-2.64543,-113.10764
10.43200,-3.44351,-2.65222,-113.10308
10.44400,-3.43578,-2.66339,-113.09292
10.46600,-3.44768,-2.62898,-113.07915
10.47800,-3.44544,-2.63889,-113.07410
10.50000,-3.44876,-2.65238,-113.06310
10.52200,-3.43336,-2.69970,-113.04998
10.53400,-3.43070,-2.70207,-113.04671
10.55600,-3.42745,-2.71092,-113.03008
10.56800,-3.42798,-2.71316,-113.02379
10.59000,-3.42907,-2.71048,-113.01422
10.60200,-3.42428,-2.71722,-113.00798
10.62400,-3.42345,-2.71141,-112.99858
10.63600,-3.42610,-2.72124,-113.01860
10.65800,-3.36164,-2.72739,-112.83984
10.68000,-3.36798,-2.73271,-112.62290
10.69200,-3.36282,-2.73976,-112.45481
10.71400,-3.35460,-2.75038,-112.04768
10.72600,-3.38098,-2.78340,-111.86945
10.74800,-3.38685,-3.13631,-111.57425
10.76000,-3.35377,-3.42119,-111.40315
