Time,Phi (degrees),Theta (degrees)
13.70500,30.33513,42.71127
13.72700,29.12321,43.00809
13.73900,28.51364,43.16801
13.76100,27.39553,43.70074
13.78300,26.03636,44.30452
13.79500,25.26394,44.54789
13.82200,23.67789,44.77599
13.83400,23.02803,44.78573
13.84600,22.34877,44.87088
13.86800,21.18555,45.25628
13.88000,20.44054,45.55158
13.90200,19.02448,45.69545
13.92400,17.67150,45.89495
13.93600,17.03896,45.95874
13.95800,15.74938,46.08092
13.97000,14.99708,46.17764
13.99200,13.51021,46.41050
14.00400,12.66794,46.49257
14.02600,11.27258,46.65496
14.04800,9.91378,46.78277
14.06000,9.26380,46.77014
14.08200,7.89250,46.68003
14.09400,7.14484,46.67793
14.11600,5.80543,46.77924
14.12800,5.22872,46.80567
14.15000,4.00552,46.72791
14.16200,3.47604,46.64206
14.18400,2.33624,46.36845
14.20600,1.14884,46.11476
14.21800,0.49148,45.96412
14.24000,-0.70253,45.67462
14.25200,-1.37289,45.52496
14.27400,-2.51776,45.26940
14.28600,-3.10856,44.94918
14.30800,-4.20518,44.54201
14.33000,-5.46971,44.19978
14.34200,-6.15830,43.93496
14.36400,-7.34703,43.02379
14.37600,-7.94413,42.49731
14.39800,-8.99052,41.65189
14.41000,-9.57475,41.00899
14.43200,-10.72543,39.47967
14.45400,-11.88578,37.77131
14.46600,-12.64803,36.87147
14.48800,-13.69511,35.34482
14.50000,-14.16073,34.63512
14.52200,-14.77892,33.19859
14.53400,-15.16293,32.63058
14.55600,-15.76358,31.37715
14.57800,-16.33656,29.51932
14.59000,-16.67022,28.49102
14.61200,-17.14920,26.84725
14.62400,-17.31604,25.82316
14.64600,-17.44316,23.76589
14.65800,-17.54327,22.74191
14.68000,-17.70296,20.84526
14.70200,-17.60177,18.36655
14.71400,-17.54104,17.15394
14.73600,-17.18800,14.71322
14.74800,-16.94910,13.38217
14.77000,-16.45989,10.97652
14.78200,-16.15930,9.77159
14.80400,-15.63570,7.71012
14.81600,-15.26656,6.36993
14.83800,-14.59722,3.95693
14.86000,-13.81893,1.88267
14.87200,-13.39566,1.09980
14.89400,-12.51561,0.15617
14.90600,-11.88944,-0.48122
14.92800,-10.46791,-2.77112
14.94000,-9.83259,-4.05779
14.96200,-8.82448,-6.65897
14.97400,-8.47478,-8.06910
14.99600,-7.83172,-10.62774
15.01800,-7.15000,-13.07017
15.03000,-6.89551,-14.49528
15.05200,-6.52481,-17.10069
15.06400,-6.28959,-18.53501
15.08600,-6.01500,-21.27726
15.09800,-5.92391,-22.61827
15.12000,-5.69456,-24.47657
15.14200,-5.84135,-26.99503
15.15400,-5.97282,-28.32537
15.17600,-6.00204,-29.42738
15.18800,-5.77773,-29.77547
15.21000,-5.18383,-30.37171
15.22200,-4.83065,-30.65844
15.24400,-4.19477,-31.35609
15.25600,-3.81669,-31.84366
15.27800,-3.39094,-32.30383
15.30000,-3.00391,-32.38747
15.31200,-2.66571,-32.42807
15.33400,-2.17934,-32.68722
