Time,Phi (degrees),Theta (degrees),Yaw (degrees)
7.60700,-13.47517,27.06892,-64.57065
7.61900,-12.55858,27.20349,-64.85957
7.64100,-10.96590,27.47903,-65.03957
7.65300,-10.08539,27.62402,-65.19111
7.67500,-8.32522,27.71024,-65.37998
7.68700,-7.39109,27.79508,-65.45595
7.70900,-5.64067,28.35421,-65.47551
7.73100,-4.11611,29.13451,-65.73779
7.74300,-3.14676,29.40538,-66.04794
7.76500,-1.39315,30.00480,-66.31001
7.77700,-0.49441,30.61491,-66.51498
7.79900,0.97701,31.47260,-66.75794
7.81600,2.03875,32.07040,-67.11223
7.82800,2.75407,32.32458,-67.32851
7.85000,4.26298,32.77330,-67.85371
7.87200,5.94579,33.33018,-68.36693
7.88400,6.85137,33.72636,-68.66807
7.90600,8.56428,34.62365,-69.21918
7.91800,9.48036,35.37229,-69.56632
7.94000,11.10077,36.39263,-70.12894
7.95200,12.09496,37.13332,-70.38554
7.97400,13.69437,37.75027,-70.95148
7.99600,15.27921,38.15665,-71.23820
8.00800,16.09647,38.37737,-71.44106
8.03000,17.61507,38.61678,-71.79771
8.04200,18.33885,38.62665,-71.92435
8.06400,19.70029,38.74835,-72.05675
8.07600,20.35075,38.80106,-72.08464
8.09800,21.34292,38.75240,-72.09212
8.11000,21.82907,38.72090,-71.96902
8.13200,22.69295,38.71535,-72.05452
8.15400,23.48612,38.62855,-71.80378
8.16600,23.91680,38.66045,-71.80990
8.18800,24.72589,38.47303,-71.44654
8.20000,25.08541,38.41463,-71.21263
8.22200,25.69920,38.62557,-70.86021
8.23400,26.00530,38.79437,-70.74118
8.25600,26.55509,38.92850,-70.21842
8.27800,27.12725,38.94474,-69.52447
8.29000,27.47746,39.08723,-69.31361
8.31200,28.22628,39.47467,-69.06446
8.32400,28.63942,39.64407,-68.89630
8.34600,29.30178,39.89066,-68.52162
8.35800,29.55024,39.96827,-68.22795
8.38000,29.86437,40.17114,-67.44670
8.39200,29.97780,40.37360,-67.05273
8.41400,30.03607,40.58010,-66.09914
8.43600,30.04676,40.70606,-65.09887
8.44800,30.11813,40.70317,-64.59418
8.47000,30.16116,40.71705,-63.74701
8.48200,30.13028,40.76277,-63.25233
8.50400,30.12407,40.88453,-62.28486
8.51600,30.12367,41.07055,-61.80982
8.53800,29.97194,41.43926,-60.90540
8.56000,29.86710,41.70306,-60.10706
8.57200,29.82417,41.84626,-59.59127
8.59400,29.63990,42.17374,-58.65998
8.60600,29.48026,42.36279,-58.03857
8.62800,29.13298,42.81768,-57.01522
8.64000,28.95318,43.08746,-56.47160
8.66200,28.52661,43.50988,-55.34504
8.68400,28.05960,43.96791,-54.22183
8.69600,27.78262,44.25144,-53.57132
8.71800,27.25263,44.76044,-52.38303
8.73000,26.93599,45.00482,-51.69456
8.75200,26.32794,45.49578,-50.35754
8.76400,25.96280,45.74299,-49.66129
8.78600,25.34114,46.15508,-48.23783
8.79800,24.96491,46.43178,-47.45893
8.82000,24.32733,47.09330,-46.20412
8.84200,23.67945,47.62913,-44.76234
8.85400,23.34899,47.97017,-43.99754
8.87600,22.77696,48.65627,-42.62435
8.88800,22.47667,49.00444,-41.91296
8.91000,21.84465,49.53057,-40.47266
8.92200,21.48585,49.81847,-39.66893
8.94400,20.80472,50.41879,-38.18034
8.96600,20.02805,50.98132,-36.52198
8.97800,19.63072,51.32654,-35.67171
9.00000,18.67205,51.78723,-33.96536
9.01200,18.15866,52.05333,-33.11718
9.03400,17.18062,52.44083,-31.54687
9.04600,16.64998,52.65296,-30.69542
9.06800,15.67525,52.95980,-29.21927
9.09000,14.68321,53.18399,-27.62919
9.10200,14.13038,53.36108,-26.86503
9.12400,13.08758,53.73710,-25.55028
9.13600,12.45471,53.88555,-24.75449
9.15800,11.39950,53.97252,-23.22422
9.17000,10.82441,54.07845,-22.47314
9.19200,9.56225,54.28782,-21.02882
9.20400,8.84690,54.42539,-20.18397
9.22600,7.49155,54.62835,-18.61490
9.24800,6.14324,54.61988,-17.17531
9.26000,5.44129,54.40546,-16.31802
9.28200,3.99036,53.97188,-14.73281
9.29400,3.02284,53.84308,-13.81382
9.31600,1.21641,53.66219,-12.09522
9.32800,0.22596,53.49701,-11.12670
9.35000,-1.47660,53.11091,-9.40988
9.37200,-2.88494,52.65580,-7.81065
9.38400,-3.60722,52.43781,-7.04106
9.40600,-5.11368,52.16099,-5.57683
9.41800,-5.93675,52.02389,-4.82956
9.44000,-7.43177,51.79842,-3.55880
9.45200,-8.21009,51.60030,-2.88155
9.47400,-9.55383,51.06507,-1.68185
9.49600,-10.92284,50.44839,-0.50369
9.50800,-11.62962,50.21087,0.11310
9.53000,-12.88865,49.87971,1.39449
9.54200,-13.53776,49.74221,2.07530
9.56400,-14.51356,49.34697,3.24085
9.57600,-14.88168,48.95819,3.81142
9.59800,-15.37780,48.16180,4.74241
9.62000,-15.77754,47.57140,5.52831
9.63200,-16.04510,47.33244,5.99942
9.65400,-16.61161,46.83053,6.95663
9.66600,-16.86259,46.58193,7.41059
9.68800,-17.13323,46.01812,8.07755
9.70000,-17.23216,45.73934,8.36555
9.72200,-17.39678,45.17519,8.87471
9.73429,-17.50180,44.84369,9.15607
9.75600,-17.72698,44.17187,9.62051
9.77800,-17.97258,43.47875,10.10856
9.79000,-18.06633,43.05740,10.38710
9.81700,-18.31149,42.08549,11.00816
9.82900,-18.38956,41.62741,11.22604
9.84100,-18.53204,41.20256,11.47937
9.86300,-18.80039,40.24185,12.02805
9.87500,-18.79146,39.54686,12.25798
9.89700,-18.68038,38.09153,12.65964
9.91900,-18.60005,36.63383,13.00450
9.93100,-18.64342,35.85126,13.24655
9.95300,-18.60648,35.08778,13.68965
9.96500,-18.49060,34.56749,13.92051
9.98700,-18.02260,33.46173,14.25104
9.99900,-17.75452,32.80186,14.40074
10.02100,-17.28984,31.67835,14.70768
10.03329,-16.94495,30.85312,14.77472
10.05600,-16.18925,28.96727,14.85885
10.07800,-15.45547,27.25478,14.96759
10.09000,-15.04075,26.45983,15.04508
10.11200,-14.17272,25.23649,15.10007
10.12400,-13.71025,24.61614,15.07916
10.14600,-12.70827,23.03633,15.14729
10.15800,-12.10685,22.25627,15.15881
10.18000,-10.99695,20.69227,15.19114
10.19200,-10.43636,19.89235,15.14799
10.21400,-9.50778,18.48487,15.00493
10.23600,-8.60806,16.71487,14.63345
10.24800,-8.19656,15.58405,14.38861
10.27000,-7.51428,13.69256,13.99508
10.28200,-7.13627,12.65240,13.73674
10.30400,-6.53349,10.90196,13.28135
10.31600,-6.17049,10.09955,13.08402
10.33800,-5.47817,8.74269,12.66688
10.36000,-4.73751,7.43577,12.26118
10.37200,-4.31924,6.78468,12.13335
10.39400,-3.49916,5.73831,11.88144
10.40600,-3.02527,5.26265,11.72820
10.42800,-2.14918,4.41259,11.41132
10.44000,-1.70854,3.92283,11.24048
10.46200,-0.86537,3.14175,10.84392
10.48400,0.10386,2.51253,10.45726
10.49600,0.58914,2.04002,10.04692
10.51800,1.30807,0.64036,9.49698
10.53000,1.68892,-0.13515,9.16635
10.55200,2.40725,-1.51470,8.62181
10.56400,2.75737,-2.13220,8.25472
10.58600,3.30914,-3.33625,7.55096
10.59800,3.54100,-4.05360,7.11788
10.62000,3.98295,-5.54020,6.46837
10.64200,4.40568,-7.20464,5.90637
10.65400,4.63825,-8.10993,5.64401
10.67600,4.91700,-9.71328,5.09141
10.68800,5.01093,-10.50788,4.82440
10.71000,5.11497,-12.20215,4.37625
10.72200,5.24366,-14.07065,4.15653
10.74400,5.19832,-16.13184,3.76220
10.76600,5.41578,-17.97764,3.61486
10.77800,5.43906,-18.78344,3.42603
10.80000,5.31575,-19.72090,2.99895
10.81200,5.21797,-19.96425,2.68442
10.83400,5.12653,-20.69664,2.19465
10.84600,5.11692,-21.21289,2.00284
10.86800,4.97153,-22.22845,1.55376
10.88000,4.88080,-22.65064,1.29894
10.90200,4.63018,-23.55784,0.65690
10.92400,4.39722,-24.52022,0.07770
10.93600,4.28008,-25.10700,-0.22632
10.95800,3.98498,-26.07565,-0.88162
10.97000,3.80875,-26.60746,-1.26986
10.99200,3.46770,-28.14837,-2.05816
11.00400,3.24005,-28.88420,-2.51300
11.02600,2.79747,-30.08342,-3.39972
11.04800,2.21235,-31.02348,-4.34418
11.06000,1.92920,-31.48571,-4.86859
11.08200,1.34370,-31.93530,-5.87127
11.09400,1.00662,-32.14528,-6.51904
11.11600,0.49167,-33.08559,-7.59634
